Artist,Song Title,Year,Tempo,Genre
Black Flag,0,1981,190.6,hardcore punk
DJ Nasty,0,0,130.149,bass music
T-Bone,0,0,124.04,ccm
Terry Muska,0,0,107.016,classical
Mike Vax,0,0,78.109,hard bop
Grant Geissman,0,1993,100.329,smooth jazz
Commander Cody And His Lost Planet Airman,0,0,49.565,country rock
John Davis,0,0,102.769,jazz fusion
Tom Barabas,0,0,100.148,meditation
Big Mike Griffin,0,0,137.496,blues-rock
Rocker-T,0,0,147.882,dub
Beherit,0,1993,130.955,illbient
Keb' Mo',0,1996,106.802,blues
Rihanna,0,0,116.012,dance pop
RamA3n Vargas,0,0,155.641,opera
Fruko Y Sus Tesos,0,0,106.449,salsa
K'Naan,0,2007,100.567,hip hop
Luiz Bonfa,0,2005,124.842,samba
Sven Scholander,0,0,113.01,swedish
Shaggy,0,0,114.318,reggae
Arthur Fiedler;Earl Wild;Pasquale Cardillo,0,0,127.579,orchestra
Helmet,0,2004,112.77,rapcore
Soul Asylum,0,0,70.778,hard rock
Tex Williams,0,0,40.875,western swing
Miranda Lee Richards,0,2001,116.123,chill-out
Miossec,0,1995,103.005,chanson
The Cure,0,2004,85.006,new wave
Herbstrock,0,0,99.995,french pop
Will To Will,0,0,129.818,turnablism
K's Choice,0,1995,87.495,post-grunge
Tyrone Taylor,0,0,91.995,lovers rock
Junior Jack,0,2002,0.0,progressive house
K-OS,0,0,88.282,trip hop
Paul Cantelon,0,2008,130.183,folk rock
Blue Rodeo,0,2005,189.068,country rock
Bobby Hutcherson,0,1967,86.446,latin jazz
Rincon Morales,0,0,65.316,gaita
Goatwhore,0,0,99.805,black metal
The Police,0,1980,159.106,new wave
George Harrison,0,1981,71.756,classic rock
Connie Francis,0,1959,137.99,brill building pop
D.O.W.N.,0,0,109.791,southern rock
Oasis,0,0,100.382,british pop
Ray Barretto,0,0,82.815,latin jazz
Adrienne Pierce,0,2008,151.945,folk-pop
Mongo Santamaria,0,1959,120.446,latin jazz
OutKast,0,1998,156.688,dirty south rap
Guitar Slim,0,1953,96.731,r&b
Fruko Y Sus Tesos,0,0,219.796,salsa
MIMS,0,2009,127.779,pop rap
Jacques Douai,0,0,127.14,chanson
Selena,0,0,104.795,tejano
Dave Rave_ Mark McCarron,0,0,92.005,easy listening
I.N.T.,0,0,93.105,hip hop
The Edgar Broughton Band,0,1970,100.799,protopunk
TEN MADISON,0,2006,133.326,downtempo
Malkit Singh,0,0,101.13,broken beat
Quinteto Violado,0,0,125.224,brazilian pop music
Mobb Deep,0,1999,93.976,gangster rap
Alturas,0,0,136.874,world beat
Phil Vassar,0,2008,94.007,country rock
Patricia Kaas,0,1988,130.272,chanson
Kyle Eastwood,0,2009,115.212,hard bop
Alice In Chains,0,1992,124.144,grunge
The Cat's Miaow,0,1997,146.909,shoegaze
Wild Horses,0,0,103.047,outlaw country
Juelz Santana,0,2005,99.742,rap
Busdriver,0,2007,130.129,alternative hip hop
Gerald Clayton,0,2009,94.978,nu jazz
BrAPderna Djup,0,0,199.675,folk
Blackfoot,0,0,123.415,southern rock
DJ Rashad,0,0,160.046,ghetto tech
Dottie Rambo_ The Whites,0,0,103.014,southern gospel
Maria Muldaur,0,0,146.936,dance pop
Stickboy,0,0,180.287,british pop
Grandpa Jones,0,1995,129.391,bluegrass
Curtis,0,0,103.377,breakbeat
Little Freddie King,0,0,130.58,new orleans blues
Don Gibson,0,1987,104.943,country rock
Dora The Explorer,0,0,106.298,goregrind
Spade Cooley,0,0,172.612,western swing
D.A.R.,0,0,176.298,black metal
Bruford,0,1979,78.136,jazz fusion
Joy Kitikonti,0,0,137.999,hard trance
Simon Harris,0,0,0.0,hip house
Sam Baker,0,0,95.882,funk
Bruce Springsteen,0,1973,167.559,heartland rock
The Berzerker,0,2000,86.5,speedcore
Danny Wilson,0,1987,158.208,british pop
The Dreamtree Project,0,2007,134.291,dub
Snowgoons,0,2009,94.281,los angeles
Iggy Pop,0,0,119.121,hard rock
XLNC,0,1998,160.08,bhangra
Johnny Kidd And The Pirates,0,0,88.521,rock 'n roll
Daddy Yankee / Bounty Killer,0,0,220.311,reggaeton
Philippe Eidel,0,0,136.955,tango
Luke Vibert,0,2005,101.905,trip hop
El Presidente,0,0,111.043,deep house
Blind Willie McTell,0,2001,130.36,country blues
Angel Romero / The Academy of St. Martin in the Fields / Iona Brown,0,0,106.98,tech house
Claw Hammer,0,1998,149.167,alternative rock
Pierre Perret,0,2007,177.809,chanson
Kool Keith,0,1997,90.902,dirty rap
Undertakin' Daddies,0,0,120.056,canadian
Rocky Hill,0,0,115.018,blues-rock
Roy Drusky,0,0,88.201,country rock
C.C. Adcock,0,0,180.106,zydeco
MxPx,0,2001,134.492,christian rock
Julien Clerc,0,0,115.756,chanson
David & Steve Gordon,0,0,127.986,meditation
Styles P,0,2002,93.412,rap
M.I.K.E.,0,0,136.021,progressive trance
Harry Connick_ Jr.,0,1994,138.408,jazz
Megadrums,0,0,118.087,world beat
Commissioned,0,0,124.066,ccm
Antonio Bribiesca,0,0,108.635,guitar
"Sex Machine ft. ShA""na",0,2006,127.996,industrial metal
Gloria De Haven,0,0,179.688,easy listening
fIREHOSE,0,1988,108.489,alternative rock
Mick Hucknall,0,0,107.398,blues
Farlow-Kirch Band,0,0,187.495,blues
Jim Chappell,0,1994,126.052,chamber jazz
Goldfish,0,2007,139.987,chill-out
Solomon,0,0,110.647,hip pop
Busdriver featuring Abstract Rude & Ellay Khule,0,2005,114.895,alternative hip hop
4Him,0,1995,139.919,ccm
Pitch Black,0,0,130.957,chill-out
Rude Boys,0,0,97.03,hip house
Charlie Byrd,0,1991,109.542,bossa nova
Dr Bombay,0,0,137.96,europop
Jim Reeves,0,2000,158.763,country gospel
Devo,0,1984,144.801,rock
Janet Jackson,0,2008,114.024,dance pop
Gordon MacRae,0,0,133.017,smooth jazz
Eason Chan,0,0,81.999,cantonese pop
Sex Machine,0,0,170.167,industrial metal
Jackie Wilson,0,1958,161.728,chicago soul
Isabel Pantoja,0,0,73.811,flamenco
Pinch,0,0,70.047,dubstep
Cadet,0,0,80.721,christian rock
Young-Holt Unlimited,0,1970,166.796,soul jazz
The Tokens,0,1994,83.809,doo-wop
Kanda Bongo Man,0,0,131.444,soukous
Devanic,0,2006,87.044,melodic death metal
Jack Johnson,0,2008,142.449,rock
Harry Connick_ Jr,0,1979,181.469,jazz
Converge,0,0,152.775,hardcore punk
Astarte,0,1998,156.15,black metal
Beastie Boys,0,0,100.649,hip hop
Los Traileros Del Norte,0,0,111.944,mexico
Imiskoubria,0,0,180.077,reggae
The Scare,0,2009,110.161,art rock
Massimiliano Damerini,0,0,99.809,sonata
Charlie Byrd,0,2004,121.887,bossa nova
Jeff And Sheri Easter,0,0,101.943,southern gospel
Juice Leskinen,0,0,107.769,german pop
Wet Wet Wet,0,2004,95.465,blue-eyed soul
ZENFU,0,0,124.887,glam
Vince Guaraldi Trio,0,1964,92.4,latin jazz
Shifty,0,2004,163.884,hard house
Glen Campbell,0,0,152.082,country rock
Martin Denny,0,1996,125.052,exotica
Selena,0,0,90.971,tejano
Rance Allen Group,0,0,163.381,jazz funk
Chelsea,0,1979,86.727,pop rock
Alex Ubago,0,2003,96.7,latin pop
Conway Twitty,0,0,89.71,country
Alicia Keys,0,2003,105.775,neo soul
The Plimsouls,0,1981,123.452,jangle pop
Lily Allen,0,2009,99.982,ska
Lil Boosie feat. Bun B_ Trae_ Yo Gotti & Foxx,0,2009,125.827,gangster rap
My Chemical Romance,0,2004,132.474,emo
Daniel Johnston,0,1983,92.938,power pop
Eyes Cream,0,2002,129.994,progressive house
Hot Chip,0,2008,128.988,dance rock
Melanie And The Secret Army,0,0,144.319,oi
ZombieSuckers,0,2010,42.58,horror punk
PitchBlack,0,0,208.865,chill-out
OutKast,0,1996,95.381,dirty south rap
LL Cool J / Freeway,0,2006,50.51,hip hop
Joe McBride,0,0,93.986,smooth jazz
Casual,0,2008,156.007,hip hop
Irwin Goodman,0,1977,108.199,german pop
Buckwheat Zydeco,0,0,148.371,zydeco
Freddie McGregor,0,0,114.013,lovers rock
Fania All Stars,0,0,92.097,latin jazz
Casiotone For The Painfully Alone,0,2008,100.919,trip hop
Ideal,0,0,95.572,new wave
Midnight Fish,0,0,96.679,meditation
Tijuana Hercules,0,0,119.38,doo-wop
Mariano Yanani,0,0,89.933,lullaby
King Curtis,0,0,136.089,instrumental rock
Albert Ayler,0,1969,71.642,free jazz
Monty Are I,0,2006,189.917,post-hardcore
The Jackson Southernaires,0,0,113.643,southern gospel
Anti-Flag,0,2003,189.134,oi
Kraftwerk,0,0,126.132,electronic
Cassie,0,2006,52.711,r&b
Bone Loc,0,0,141.041,dubstep
Commander Cody And His Lost Planet Airmen,0,1974,170.916,country rock
Bobby Darin,0,2008,181.368,brill building pop
David Palmer,0,0,50.751,orchestra
Catherine Howe & Vo Fletcher,0,0,139.913,chill-out
Tex Williams,0,0,110.385,western swing
Hank Locklin,0,1960,122.798,honky tonk
Johnny Osbourne,0,1979,105.261,roots reggae
Melt Banana,0,0,124.986,noise rock
Asleep At The Wheel,0,2007,78.087,western swing
The Birds,0,2001,139.811,freakbeat
Lionel Rogg,0,0,87.735,early music
Trivium,0,2004,105.54,alternative metal
Massive TAPne,0,0,197.992,pop rap
The Cardigans,0,1994,161.994,twee pop
Hank Penny,0,0,112.313,western swing
East To West,0,0,139.992,ccm
Paquito Guzman,0,0,176.113,salsa
M83,0,2008,96.047,shoegaze
Polkaholix,0,2007,144.001,polka
Glen Washington,0,0,155.036,lovers rock
Penguin CafA(c) Orchestra,0,1987,191.61,chamber jazz
Marvin Hamlisch,0,1977,92.87,show tunes
Bad Religion,0,2002,140.202,hardcore punk
Jessica Simpson,0,2004,99.909,teen pop
Jim Breuer,0,2002,83.61,progressive metal
Vilma Palma,0,0,97.497,cumbia
Pursuit Of Happiness,0,1988,133.319,power pop
Jacques Dutronc,0,1989,130.196,chanson
Antimatter,0,0,86.155,illbient
Becoming The Archetype,0,2008,85.061,christian metal
Storyville,0,1998,91.976,blues-rock
ISRAEL & NEW BREED,0,0,96.782,ccm
Karan Casey,0,0,102.745,irish folk
Jeckyll & Hyde,0,2007,140.032,hardstyle
Dionne Warwick,0,0,130.637,brill building pop
Bad Brains,0,0,201.933,hardcore punk
Zeromancer,0,2001,130.0,industrial rock
The Smashing Pumpkins,0,1995,88.794,alternative rock
Redman,0,2001,92.8,hip hop
Miossec,0,1995,166.081,chanson
Don Gibson,0,1987,108.974,country rock
Miriam Yeung,0,0,107.961,cantonese pop
Jan Wayne,0,2003,140.045,eurodance
Beherit,0,1990,133.954,illbient
The Unborn Chikken Voices,0,0,85.039,rock
Kathy Troccoli,0,0,105.675,ccm
Jimmy Riley,0,0,84.63,roots reggae
Les Bantous De La Capitale,0,0,144.142,congo
Pascal Obispo,0,0,89.79,europop
Alicia Keys,0,2005,74.078,neo soul
Pumpkin Buzzard,0,0,104.19,happy hardcore
BA(c)zu,0,0,185.092,chanson
Jim Kweskin,0,0,192.89,ragtime
Rooney,0,2007,123.026,power pop
Los AutA(c)nticos Decadentes,0,1989,117.683,cumbia
Mariah Carey,0,2002,120.083,dance pop
Kane,0,2005,89.975,blues-rock
Amorphis,0,0,102.164,progressive metal
The Plimsouls,0,1981,162.907,jangle pop
Sugar Minott,0,1977,167.947,roots reggae
Alexisonfire,0,2005,89.89,post-hardcore
Bob Margolin,0,0,108.496,blues-rock
Aswad,0,0,146.313,roots reggae
Jonny Lang,0,2006,111.266,blues-rock
Extrabreit,0,0,145.093,new wave
Ben Harper And The Blind Boys Of Alabama,0,2004,164.637,blues-rock
Erkki Junkkarinen,0,0,121.649,humppa
Line Renaud,0,0,80.053,chanson
Lionel Rogg,0,0,95.426,early music
Sabda Brahma,0,0,157.972,nu jazz
Deitrick Haddon,0,2008,131.065,roots reggae
Jennifer Lopez,0,2001,132.731,dance pop
Dyango,0,0,99.946,ballad
Zeca Baleiro,0,2000,66.49,brazilian pop music
Yahir,0,0,95.993,brutal death metal
Shapeshifters,0,2008,131.996,progressive house
Cristina Pato - Mutenrohi,0,0,128.785,gaita
Mikey Dread,0,0,159.659,roots reggae
Capital Tax,0,0,105.995,hip hop
Francis Dhomont,0,0,154.045,illbient
Mick Moloney,0,0,195.44,irish folk
Joe Grushecky,0,0,124.858,heartland rock
Groundhogs,0,0,153.656,blues-rock
AFI,0,2006,113.471,post-hardcore
Cowboy Mouth,0,0,153.968,post-grunge
Papa Wemba,0,1998,92.379,soukous
The Jeremy Spencer Band,0,0,135.013,blues-rock
RUN-DMC,0,1988,124.993,hip hop
Simply Red,0,0,105.468,pop rock
Mase,0,0,93.871,pop rap
BoDeans,0,1989,120.277,roots rock
Carlos Vives,0,0,88.772,vallenato
Gang Starr,0,1994,91.399,jazz rap
The Jackson Southernaires,0,0,65.675,southern gospel
Caniche Hara-Kiri,0,0,131.946,slow core
Clarence Fountain,0,0,122.18,southern gospel
Franco,0,0,149.985,soukous
Foo Fighters,0,2005,110.742,grunge
Elephant Man,0,0,122.189,dancehall
Lightnin' Hopkins,0,1999,94.807,texas blues
Extrabreit,0,1993,138.517,new wave
Vixen,0,1988,124.67,gabba
A-Studio,0,0,127.307,progressive house
Planet P Project,0,1984,117.815,new wave
Tom Petty And The Heartbreakers,0,0,138.916,heartland rock
Thirst,0,0,86.459,post-grunge
Faithless,0,0,90.718,progressive house
F.I.R.,0,2009,85.96,chinese music
John Mayall & The Bluesbreakers,0,1988,117.73,blues-rock
The Edgar Broughton Band,0,0,131.184,protopunk
Eurythmics,0,0,140.549,dance rock
Boyz II Men,0,1991,112.258,new jack swing
Jay & The Americans,0,1990,86.442,soft rock
1. Futurologischer Congress,0,0,164.35,kraut rock
Seguridad Social,0,1991,174.037,rumba
Malefaction,0,0,120.112,grindcore
Champion Jack Dupree,0,0,178.929,piano blues
Red Foley,0,0,98.173,country gospel
Metallica,0,1982,88.73,speed metal
Rui Da Silva,0,0,127.993,progressive house
Space Opera,0,0,107.969,new beat
Beastie Boys,0,1994,142.409,hip hop
The Stooges,0,0,26.663,experimental rock
Rajery,0,0,153.922,future jazz
Johnny Horton,0,2000,179.49,country rock
Johnny Carver,0,0,163.081,country
Freddie King,0,1971,159.869,texas blues
Sukhbir,0,0,180.025,bhangra
Pyrolator,0,2005,90.248,hard trance
Atreyu,0,2004,90.625,post-hardcore
Beogradski Sindikat,0,0,190.042,hip hop
Bomb Squad,0,0,175.708,funk rock
Ms. Dynamite,0,2002,112.991,grime
Dixie Chicks,0,1999,153.447,bluegrass
Cartel,0,0,151.956,progressive rock
Josh Turner,0,0,87.029,americana
Anneli Drecker,0,0,120.196,downtempo
Otis Spann,0,1995,114.241,piano blues
Janis Joplin,0,1971,74.961,blues-rock
Dexys Midnight Runners,0,2007,119.448,folk rock
Bad Company,0,1976,130.049,blues-rock
Vangelis,0,1983,162.441,progressive rock
themselves,0,2002,80.051,experimental pop
Barbara Lynn,0,0,120.16,louisiana blues
King Diamond,0,0,140.582,heavy metal
Pat Metheny / Charlie Haden,0,0,200.199,free jazz
Dave Brockie Experience,0,2001,187.232,shock rock
Jay & The Americans,0,1990,131.01,soft rock
Beat Pharmacy,0,0,124.075,deep house
Rhinoceros,0,2002,103.387,straight edge
Bury Your Dead,0,2008,134.054,hardcore punk
Williamson,0,2005,110.032,neofolk
Dilated Peoples,0,2004,88.176,turnablism
Steinwolke,0,0,83.697,neue deutsche welle
Tiny Tim,0,1968,105.85,cabaret
Mind Furniture,0,0,84.57,progressive rock
Drouz,0,0,85.187,lullaby
Rajery,0,2005,132.666,future jazz
12 Gauge,0,0,85.078,dirty rap
Die Bandbreite,0,0,90.889,hip pop
Alan Silvestri,0,2006,84.615,country rock
Helmet,0,1994,144.447,rapcore
Dynamite Deluxe,0,2000,93.298,hip hop
Bill Murk,0,0,104.981,hard house
Jawoll,0,1990,151.211,new wave
The Baltimore Consort,0,1996,130.572,early music
Foo Fighters,0,2002,157.739,grunge
Sivuca & ClAPS Brasil,0,0,134.99,brazilian jazz
Rod Piazza & The Mighty Flyers,0,0,117.267,blues-rock
Primordial,0,1995,87.643,folk metal
Michael Stanley Band,0,1981,158.057,heartland rock
Willie Clancy,0,0,78.188,disco
Planet P Project,0,0,99.995,new wave
Ragheb Alama,0,0,101.814,arabesque
Jay PA(c)rez,0,0,94.815,tejano
Pee Wee King,0,1989,133.792,western swing
Patsy Cline,0,1961,91.01,country rock
Solitaire,0,0,126.294,deep house
MAPtley CrA1/4e,0,2000,132.131,heavy metal
Simon Harris,0,0,104.259,hip house
US Coast Guard Band,0,0,67.126,patriotic
Alvino Rey And His Orchestra,0,2005,101.307,space age pop
CoCo Lee,0,0,131.622,dance pop
Pale Forest,0,0,77.926,gothic rock
Nestor Torres,0,0,85.009,latin jazz
Irwin Goodman,0,1966,111.562,german pop
Jane's Addiction,0,1988,223.387,alternative metal
Mystic Revelation of Rastafari,0,0,84.895,roots reggae
Isabel Pantoja,0,0,70.214,flamenco
Cancer Bats,0,2010,168.901,southern rock
Captain Hollywood Project,0,1993,109.85,dance pop
Roy Rogers,0,0,193.626,western swing
Johnny Nash,0,0,86.128,reggae
Ismael DueA+-as,0,0,96.779,nu jazz
Marc Lavoine,0,0,116.646,chanson
John Mayer,0,0,167.489,rock
Big Mama Thornton with Kansas Bill and his Orchestra,0,1953,148.907,texas blues
Roy Drusky,0,0,140.26,country rock
Jeanne Pruett,0,1973,113.384,classic country
Mariano Yanani,0,2003,160.026,lullaby
The Irish Rovers,0,0,189.817,irish folk
Wilks featuring jah mason,0,0,70.708,hip hop
Angelo Badalamenti,0,0,36.279,chill-out
J.J. Cale,0,1983,136.273,blues-rock
Bert Kaempfert And His Orchestra,0,0,84.881,orchestra
All Shall Persih,0,2006,99.963,death core
John Digweed,0,0,125.015,progressive house
White Heart,0,0,96.911,ccm
Vanessa Bell Armstrong,0,0,47.761,gospel
Dropline,0,0,161.988,grime
Tommy Sands,0,0,95.836,rockabilly
Missy Higgins,0,0,125.741,singer-songwriter
Hi-Fi Companions,0,2003,130.005,future jazz
Jope Ruonansuu,0,2004,180.068,parody
Charlie Patton,0,1934,100.795,delta blues
Mr. Kilombo,0,0,106.028,rumba
Marlene Dietrich,0,1991,99.36,chanson
Adalberto Santiago,0,1977,205.885,salsa
Eddie,0,0,175.01,frevo
Los Fabulosos Cadillacs,0,1993,214.941,ska
Akon,0,2006,125.328,hip hop
V Sinizter,0,0,183.573,rap
Richard Hawley And Death Ramps_ Arctic Monkeys,0,2007,130.631,garage rock
Stephan Micus,0,2006,30.827,free improvisation
Johnny Winter,0,1969,103.377,blues-rock
Jean-Claude Darnal,0,0,164.942,chanson francaise
Raze,0,0,110.007,hip house
Yank Rachell,0,0,104.579,country blues
Orbit,0,0,91.488,hardstyle
Kruger,0,0,113.268,post-hardcore
Slipknot,0,0,134.282,rap metal
Grachan Moncur III,0,0,152.213,free jazz
Rick Astley,0,2005,99.985,dance pop
The Marx Brothers,0,0,128.398,vaudeville
Sylvester Weaver,0,0,88.887,country blues
Line Renaud - Dean Martin,0,0,76.236,chanson
Orbital,0,1999,91.364,techno
Jason Mraz,0,2007,173.468,alternative rock
Lester Bowie,0,0,94.776,free jazz
Alejandro Lerner,0,1984,137.486,pop rock
Wolfchant,0,2007,210.032,viking metal
La 5A Estacion,0,0,155.041,pop rock
The Ataris,0,1999,151.401,pop punk
Barry Manilow Featuring The Glenn Miller Orchestra with Debra Byrd,0,1994,90.074,soft rock
Jacques Douai,0,0,108.283,chanson
Ronnie Milsap,0,0,83.973,country rock
Marc Shaiman,0,0,129.655,soundtrack
Jacques Douai,0,0,94.617,chanson
DJ Slugo,0,0,143.028,bass music
SKOLD vs. KMFDM,0,0,85.03,heavy metal
Legion Of Green Men,0,0,149.988,downtempo
Glen Ricks,0,0,168.203,lovers rock
Faces,0,1971,182.085,blues-rock
Enslavement Of Beauty,0,1999,145.109,parody
Aynsley Lister,0,2009,96.364,blues-rock
David Raksin,0,0,73.961,easy listening
Facto Delafe y las flores azules,0,2007,96.007,trip hop
Al Toomer,0,0,113.282,stand-up comedy
Nick Ingman,0,0,117.45,jazz funk
Utopia,0,0,110.301,new beat
John Brown,0,0,101.074,hard trance
Toni Braxton,0,2002,91.066,dance pop
Tommy Overstreet,0,0,93.72,country rock
Chris Brown,0,0,66.696,r&b
Erkki Junkkarinen,0,2002,164.769,humppa
Charlie Peacock,0,1991,100.862,ccm
Capone-N-Noreaga,0,2009,157.665,gangster rap
Patric C,0,0,153.978,breakcore
Kitaro,0,2006,126.339,chill-out
Jean-michel Rotin,0,0,121.987,zouk
Happy Mondays,0,1988,101.831,alternative dance
Flutlicht,0,2000,140.997,hard trance
Alain Souchon,0,0,103.414,chanson
Mil featuring Memphis Bleek,0,0,211.987,visual kei
Prince With 94 East,0,0,85.006,disco
Fiasko,0,0,126.031,tech house
Flickerstick,0,0,168.099,post-grunge
Bobby Darin,0,0,66.232,brill building pop
John Michael Talbot,0,0,101.905,ccm
Malina,0,0,98.663,crunk
A Skylit Drive,0,2007,139.238,progressive metal
Daughters,0,2003,80.992,math-core
The Waybacks,0,2000,240.983,bluegrass
Maurice Chevalier,0,0,113.689,chanson
Dropkick Murphys,0,0,182.518,celtic punk
Josie,0,0,107.829,folk-pop
Dendemann,0,2006,126.892,progressive house
AndrA(c) Verchuren,0,2001,198.736,chanson
Amorphis,0,1997,131.191,progressive metal
Dave Alvin,0,0,121.171,roots rock
BeyoncA(c),0,2008,84.1,hip hop
Illya Kuryaki And The Valderramas,0,1996,154.028,progressive house
G Unit feat. 50 Cent,0,2002,75.0,rap
Robben Ford,0,1988,91.247,blues-rock
Ultimate Fakebook,0,0,163.604,power pop
Information Society,0,1988,149.91,freestyle
Call To Preserve,0,2006,189.824,straight edge
Belle and Sebastian,0,1996,165.038,indie pop
GWAR,0,1994,136.211,comedy rock
LeA3n Gieco,0,1999,124.004,folk rock
Little Capes,0,0,112.838,dancehall
Johnny Pearson,0,0,117.101,orchestra
Jean Segurel,0,0,113.93,chanson
Broadcast,0,0,166.809,dream pop
Pinchers,0,0,176.536,dancehall
Junior Reid,0,0,139.898,roots reggae
Laurie Berkner,0,0,128.43,death core
Frank Stokes,0,2005,94.73,country blues
Warrior King,0,2005,153.977,roots reggae
Simply Red,0,0,90.031,pop rock
Orquesta Sublime,0,0,95.136,salsa
Xzibit featuring Jayo Felony and Method Man,0,0,96.058,gangster rap
Hot Club Of Cowtown,0,2009,132.073,western swing
Aleks Syntek,0,0,120.029,merengue
Les Malpolis,0,2009,96.521,chanson
The Roots / Jaguar,0,0,218.587,funk
John Ottman,0,2005,69.234,acid jazz
Fabri Fibra,0,2009,160.071,hip hop
DJ Nasty,0,0,150.023,bass music
Moss,0,0,101.29,future jazz
Christoper Titus,0,0,80.8,comedy
In Extremo,0,2008,170.095,heavy metal
The Incurables,0,0,99.139,heartland rock
Frank Caliendo,0,2008,124.086,future jazz
The Steeles,0,0,71.911,southern gospel
In Extremo,0,2005,114.127,heavy metal
Guitar Shorty,0,0,103.27,blues-rock
Funeral For A Friend,0,2007,102.889,post-hardcore
Sugarbomb,0,2001,122.761,post-grunge
Tom Petty,0,1994,86.8,heartland rock
Groove Karma,0,0,144.045,club
Joan Sutherland,0,0,138.356,bel canto
Love Jones,0,1993,102.473,bossa nova
Jeff Beck,0,1976,131.554,blues-rock
Skeeter Davis,0,1999,150.784,country rock
Crystals,0,0,117.623,all-female
Bebe Winans / Stephanie Mills,0,2000,144.005,ccm
Three 6 Mafia,0,2005,130.298,dirty south rap
Jaydee,0,1992,124.553,vocal house
Flamin' Groovies,0,1999,172.502,power pop
Vickie Winans,0,0,124.734,ccm
Auf Der Maur,0,2004,125.05,post-grunge
Kim English,0,0,123.978,tribal house
Daniel Johnston,0,1998,158.304,power pop
Juan Carlos Baglietto,0,0,131.624,tango
Martin Sexton,0,1996,109.889,blue-eyed soul
Thriller U,0,0,72.305,lovers rock
Shakira,0,1998,139.95,dance pop
Jimmy Johnson,0,0,98.929,chicago blues
Behemoth,0,1999,156.261,black metal
Sick Puppies,0,2006,91.145,post-grunge
The Real Kids,0,1976,162.771,power pop
Lee Ritenour,0,0,148.879,instrumental pop
The Jason Bonham Band,0,1992,196.013,hard rock
Poncho Sanchez / Dianne Reeves,0,1999,215.461,latin jazz
Audio Pyper,0,0,124.996,dubstep
Oliver Lake Quintet,0,0,131.611,free jazz
David Arkenstone,0,0,106.998,celtic
Mark Ashley,0,0,99.996,hard trance
Roger Reynolds,0,0,48.607,serialism
Alkonost,0,0,109.953,folk metal
A Ghost Devotion,0,0,137.973,melbourne
Xose Manuel BudiA+-o,0,0,119.835,gaita
RyanDan,0,2007,111.518,neoclassical
Pelt,0,0,107.368,free improvisation
The Last Eighth feat. Dumi Right(Zimbabwe Legit) and Skillz,0,2007,179.912,hip hop
Vivian,0,2007,90.993,happy hardcore
Annie Lennox,0,1995,145.99,soft rock
Blink-182,0,2003,117.574,power pop
"MichA""le Bernard",0,2002,114.495,chanson
We Show Up On Radar,0,0,80.029,singer-songwriter
Michael Bloomfield,0,0,106.534,blues-rock
Cocoa Tea,0,0,163.664,roots reggae
The Rongetz Foundation,0,0,119.992,afrobeat
BeyoncA(c),0,2006,113.992,hip hop
Mase,0,0,92.028,pop rap
Information Society,0,1997,150.055,freestyle
The Paul Butterfield Blues Band,0,0,158.12,blues-rock
Catherine Howe,0,0,164.886,chill-out
Der Plan,0,1988,119.317,experimental rock
Patric C,0,0,198.138,breakcore
Little Freddie King,0,0,128.745,new orleans blues
Radiohead,0,2001,103.476,british pop
Dimmu Borgir,0,2007,150.064,black metal
Jimmy Riley,0,0,162.139,roots reggae
Percy Faith & His Orchestra,0,0,91.765,orchestra
David Arkenstone,0,2009,160.028,celtic
Jellyfish,0,2006,169.875,jangle pop
Fuzz,0,0,153.978,video game music
Rui Da Silva,0,0,65.005,progressive house
Shakira,0,1997,121.589,dance pop
Faking David,0,0,98.259,breakbeat
MarAa Elena Walsh,0,0,103.623,lullaby
BassTurk,0,2008,90.627,hard trance
Connie Francis,0,0,121.993,brill building pop
Twista Featuring Cee-Lo,0,2004,106.967,gangster rap
Johnny Cash,0,1974,170.995,honky tonk
Curtis Mayfield,0,2006,83.902,chicago soul
K-OS,0,0,102.91,trip hop
The Mighty Clouds Of Joy,0,0,95.984,southern gospel
Geier Sturzflug,0,1982,165.979,pop rock
Alturas,0,0,78.01,world beat
Spectra Soul,0,2008,85.006,dubtronica
F.I.R.,0,0,101.471,chinese music
Black Debbath,0,0,85.068,blues
Dolly Parton,0,2008,100.06,bluegrass
Stevie Ray Vaughan And Double Trouble,0,1994,170.217,texas blues
The Glencastle Sound,0,0,110.76,folk rock
Bruce Carroll,0,0,90.094,ccm
Glen Ricks,0,0,86.999,lovers rock
Muse,0,0,126.725,art rock
CoCo Lee,0,0,100.034,dance pop
YZ,0,0,43.991,hip hop
Brainchoke,0,0,137.07,grindcore
Slim Whitman,0,2002,107.584,folk-pop
Badmarsh & Shri,0,1997,96.028,breakbeat
Groucho Marx,0,0,131.128,doo-wop
Jeff Scott Soto,0,0,180.974,symphonic rock
Super700,0,2009,64.101,pop rock
KA(c)kA(c)lA(c),0,2006,115.072,soukous
Gerard Lenorman,0,1999,121.832,chanson
Tabu Ley Rochereau,0,0,100.009,soukous
AZ,0,2002,87.599,gangster rap
The Clash,0,1982,87.657,new wave
Wendy Moten,0,1992,109.001,ballad
Black History,0,2001,127.27,dancehall
Melatonin,0,0,127.989,breakcore
Steve Green,0,0,168.34,ccm
Pink Floyd,0,0,65.61,art rock
Judas Iscariot,0,1995,135.39,black metal
Enrique Iglesias,0,1998,101.43,dance pop
Eddy Arnold,0,0,42.086,honky tonk
